"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"6572","GO:0021781",0.248747173690722,0.914798002619314,3,13,"glial cell fate commitment","BP",1
"6605","GO:0021846",0.248756122064342,0.884415261459475,5,26,"cell proliferation in forebrain","BP",1
"20174","GO:1904825",0.248792134689805,0.982244768841312,1,2,"protein localization to microtubule plus-end","BP",1
"20580","GO:1905725",0.248792134689805,0.982244768841312,1,2,"protein localization to microtubule end","BP",1
"4413","GO:0009898",0.24881925377284,0.817544757311136,24,151,"cytoplasmic side of plasma membrane","CC",1
"3708","GO:0008107",0.248832862867041,0.982238507853109,1,2,"galactoside 2-alpha-L-fucosyltransferase activity","MF",1
"7312","GO:0031127",0.248832862867041,0.982238507853109,1,2,"alpha-(1,2)-fucosyltransferase activity","MF",1
"3007","GO:0006417",0.24892835125716,0.795708047477502,56,370,"regulation of translation","BP",1
"20112","GO:1904700",0.248976944143318,0.982216348562559,1,2,"granulosa cell apoptotic process","BP",1
"20119","GO:1904708",0.248976944143318,0.982216348562559,1,2,"regulation of granulosa cell apoptotic process","BP",1
"18598","GO:1900409",0.24920392822896,0.982181406711445,1,2,"positive regulation of cellular response to oxidative stress","BP",1
"3681","GO:0008050",0.249204911104511,0.982181255321983,1,2,"female courtship behavior","BP",1
"13942","GO:0060763",0.249236673030932,0.982176362721263,1,2,"mammary duct terminal end bud growth","BP",1
"20098","GO:1904680",0.249255605285622,0.940619989976749,2,7,"peptide transmembrane transporter activity","MF",1
"5712","GO:0016631",0.24926193960179,0.982172470110226,1,2,"enoyl-[acyl-carrier-protein] reductase [NAD(P)H] activity","MF",1
"18180","GO:0141148",0.24926193960179,0.982172470110226,1,2,"enoyl-[acyl-carrier-protein] reductase (NADPH) activity","MF",1
"20562","GO:1905684",0.249274397866846,0.940612490618675,2,7,"regulation of plasma membrane repair","BP",1
"1841","GO:0004345",0.249289982706406,0.98216814916733,1,2,"glucose-6-phosphate dehydrogenase activity","MF",1
"11105","GO:0045239",0.249366795785137,0.915558231490092,3,12,"tricarboxylic acid cycle heteromeric enzyme complex","CC",1
"13466","GO:0060053",0.249367953118057,0.982156132139528,1,2,"neurofilament cytoskeleton","CC",1
"195","GO:0000448",0.249387567723283,0.982153108343634,1,2,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",1
"13507","GO:0060113",0.249502800837619,0.845505105825264,11,64,"inner ear receptor cell differentiation","BP",1
"14698","GO:0070273",0.249550371468334,0.874526074066872,6,31,"phosphatidylinositol-4-phosphate binding","MF",1
"16132","GO:0090108",0.249550777967089,0.982127936314797,1,2,"positive regulation of high-density lipoprotein particle assembly","BP",1
"19841","GO:1904073",0.249570046730299,0.982124963128549,1,2,"regulation of trophectodermal cell proliferation","BP",1
"19842","GO:1904075",0.249570046730299,0.982124963128549,1,2,"positive regulation of trophectodermal cell proliferation","BP",1
"7240","GO:0031005",0.24961767644263,0.914348269520196,3,13,"filamin binding","MF",1
"17958","GO:0140658",0.249628829637897,0.895871245301988,4,21,"ATP-dependent chromatin remodeler activity","MF",1
"17367","GO:0106217",0.249648621931526,0.982112835953454,1,2,"tRNA C3-cytosine methylation","BP",1
"4416","GO:0009914",0.249648868806366,0.799932484848536,45,292,"hormone transport","BP",1
"1390","GO:0003165",0.249661205578625,0.982110893371732,1,2,"Purkinje myocyte development","BP",1
"15820","GO:0072380",0.249690150334333,0.9821064246062,1,2,"TRC complex","CC",1
"20293","GO:1905041",0.249717964808809,0.982102129737039,1,2,"regulation of epithelium regeneration","BP",1
"11779","GO:0046822",0.249732787956424,0.824392733274153,19,117,"regulation of nucleocytoplasmic transport","BP",1
"13191","GO:0051898",0.24982996318845,0.845376475082672,11,63,"negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP",1
"12838","GO:0051140",0.249870859312408,0.94037424330234,2,7,"regulation of NK T cell proliferation","BP",1
"5909","GO:0017057",0.24987087748855,0.982078507663005,1,2,"6-phosphogluconolactonase activity","MF",1
"14935","GO:0070699",0.249888124289749,0.982075842234416,1,2,"type II activin receptor binding","MF",1
"6739","GO:0022849",0.249897701320576,0.938481377242658,2,8,"glutamate-gated calcium ion channel activity","MF",1
"21566","GO:2001016",0.249904538565665,0.940360777706442,2,7,"positive regulation of skeletal muscle cell differentiation","BP",1
"1819","GO:0004314",0.249931583920528,0.982069124696215,1,2,"[acyl-carrier-protein] S-malonyltransferase activity","MF",1
"5603","GO:0016419",0.249931583920528,0.982069124696215,1,2,"S-malonyltransferase activity","MF",1
"5604","GO:0016420",0.249931583920528,0.982069124696215,1,2,"malonyltransferase activity","MF",1
"7257","GO:0031038",0.249932461793042,0.982068988988772,1,2,"myosin II filament organization","BP",1
"17355","GO:0106135",0.24993677786386,0.982068321773118,1,2,"negative regulation of cardiac muscle cell contraction","BP",1
"11427","GO:0045992",0.249947436516652,0.98206667400486,1,2,"negative regulation of embryonic development","BP",1
"5557","GO:0016297",0.24995295631175,0.982065820640935,1,2,"fatty acyl-[ACP] hydrolase activity","MF",1
"1820","GO:0004315",0.249952956648513,0.982065820588829,1,2,"3-oxoacyl-[acyl-carrier-protein] synthase activity","MF",1
"13954","GO:0060785",0.249962633435891,0.98206432449462,1,2,"regulation of apoptosis involved in tissue homeostasis","BP",1
"14419","GO:0061868",0.249972517736438,0.982062796243107,1,2,"hepatic stellate cell migration","BP",1
"14420","GO:0061869",0.249972517736438,0.982062796243107,1,2,"regulation of hepatic stellate cell migration","BP",1
"14421","GO:0061870",0.249972517736438,0.982062796243107,1,2,"positive regulation of hepatic stellate cell migration","BP",1
"1740","GO:0004084",0.249979215658855,0.982061760607653,1,2,"branched-chain-amino-acid transaminase activity","MF",1
"4124","GO:0009082",0.249979215658855,0.982061760607653,1,2,"branched-chain amino acid biosynthetic process","BP",1
"13284","GO:0052654",0.249979215658855,0.982061760607653,1,2,"L-leucine-2-oxoglutarate transaminase activity","MF",1
"13285","GO:0052655",0.249979215658855,0.982061760607653,1,2,"L-valine-2-oxoglutarate transaminase activity","MF",1
"13286","GO:0052656",0.249979215658855,0.982061760607653,1,2,"L-isoleucine-2-oxoglutarate transaminase activity","MF",1
"18819","GO:1901629",0.250006933564171,0.982057474486797,1,2,"regulation of presynaptic membrane organization","BP",1
"18820","GO:1901631",0.250006933564171,0.982057474486797,1,2,"positive regulation of presynaptic membrane organization","BP",1
"9680","GO:0036359",0.250043236326491,0.982051859963872,1,2,"renal potassium excretion","BP",1
"8192","GO:0032796",0.250050999756367,0.982050659153513,1,2,"uropod organization","BP",1
"19750","GO:1903918",0.250050999756367,0.982050659153513,1,2,"regulation of actin filament severing","BP",1
"19751","GO:1903919",0.250050999756367,0.982050659153513,1,2,"negative regulation of actin filament severing","BP",1
"8709","GO:0034127",0.250058418585046,0.982049511601075,1,2,"regulation of MyD88-independent toll-like receptor signaling pathway","BP",1
"4930","GO:0014734",0.250059319041135,0.982049372314697,1,2,"skeletal muscle hypertrophy","BP",1
"19182","GO:1902631",0.250092296273526,0.982044270825178,1,2,"negative regulation of membrane hyperpolarization","BP",1
"18659","GO:1901076",0.250099406026489,0.982043170855749,1,2,"positive regulation of engulfment of apoptotic cell","BP",1
"9684","GO:0036372",0.250131803034359,0.982038158133037,1,2,"opsin transport","BP",1
"6617","GO:0021870",0.250132135897783,0.982038106625594,1,2,"Cajal-Retzius cell differentiation","BP",1
"9526","GO:0036009",0.250137323114083,0.982037303941863,1,2,"protein-glutamine N-methyltransferase activity","MF",1
"11774","GO:0046811",0.25014296903097,0.982036430254055,1,2,"histone deacetylase inhibitor activity","MF",1
"5538","GO:0016256",0.250153305482735,0.982034830657184,1,2,"N-glycan processing to lysosome","BP",1
"6182","GO:0019320",0.250183684557299,0.854210873165888,9,49,"hexose catabolic process","BP",1
"1752","GO:0004105",0.250197629074957,0.982027970515989,1,2,"choline-phosphate cytidylyltransferase activity","MF",1
"19075","GO:1902339",0.250200038927026,0.940242571821729,2,7,"positive regulation of apoptotic process involved in morphogenesis","BP",1
"20136","GO:1904747",0.250200038927026,0.940242571821729,2,7,"positive regulation of apoptotic process involved in development","BP",1
"6453","GO:0021555",0.250376403794776,0.982000285477084,1,2,"midbrain-hindbrain boundary morphogenesis","BP",1
"4138","GO:0009111",0.250432333953864,0.915012801705162,3,12,"vitamin catabolic process","BP",1
"18542","GO:1900182",0.250488042533876,0.829876943883121,16,97,"positive regulation of protein localization to nucleus","BP",1
"7493","GO:0031550",0.250556084556513,0.981972435327152,1,2,"positive regulation of brain-derived neurotrophic factor receptor signaling pathway","BP",1
"18926","GO:1901978",0.250563723930031,0.897059862274008,4,18,"positive regulation of cell cycle checkpoint","BP",1
"13943","GO:0060764",0.250596735861436,0.98196613100824,1,2,"cell-cell signaling involved in mammary gland development","BP",1
"14864","GO:0070563",0.25060141984304,0.981965404521365,1,2,"negative regulation of vitamin D receptor signaling pathway","BP",1
"15718","GO:0072194",0.250763479861091,0.981940258555469,1,2,"kidney smooth muscle tissue development","BP",1
"5851","GO:0016886",0.250796401430665,0.940003690918718,2,7,"ligase activity, forming phosphoric ester bonds","MF",1
"19540","GO:1903490",0.250812362212695,0.913729552392307,3,13,"positive regulation of mitotic cytokinesis","BP",1
"10804","GO:0044092",0.250850389353988,0.798369007110104,46,298,"negative regulation of molecular function","BP",1
"6847","GO:0030140",0.250976107618528,0.86542430326219,7,38,"trans-Golgi network transport vesicle","CC",1
"3982","GO:0008545",0.251044867408196,0.981896549099699,1,2,"JUN kinase kinase activity","MF",1
"17025","GO:0098943",0.251209186506406,0.981870996284329,1,2,"neurotransmitter receptor transport, postsynaptic endosome to lysosome","BP",1
"8378","GO:0033083",0.25138627129441,0.91452333284094,3,12,"regulation of immature T cell proliferation","BP",1
"5757","GO:0016730",0.251434520584711,0.981835921327736,1,2,"oxidoreductase activity, acting on iron-sulfur proteins as donors","MF",1
"5758","GO:0016731",0.251434520584711,0.981835921327736,1,2,"oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor","MF",1
"7294","GO:0031106",0.251439809628131,0.981835097577452,1,2,"septin ring organization","BP",1
"14100","GO:0061083",0.25144194536827,0.98183476493713,1,2,"regulation of protein refolding","BP",1
"14101","GO:0061084",0.25144194536827,0.98183476493713,1,2,"negative regulation of protein refolding","BP",1
"13313","GO:0052817",0.251519943254106,0.981822614399348,1,2,"very long-chain fatty acyl-CoA hydrolase activity","MF",1
"21651","GO:2001242",0.251696196388654,0.809670875299895,29,178,"regulation of intrinsic apoptotic signaling pathway","BP",1
"2558","GO:0005591",0.251871417716806,0.981767803315262,1,2,"collagen type VIII trimer","CC",1
"14858","GO:0070554",0.251945380746914,0.981756256915579,1,2,"synaptobrevin 2-SNAP-25-syntaxin-3-complexin complex","CC",1
"9260","GO:0035544",0.251973118453108,0.981751925681008,1,2,"negative regulation of SNARE complex assembly","BP",1
"18553","GO:1900210",0.251990089614081,0.98174927534609,1,2,"positive regulation of cardiolipin metabolic process","BP",1
"530","GO:0001739",0.25204419877185,0.939502465686821,2,7,"sex chromatin","CC",1
"890","GO:0002273",0.252151849201514,0.981724002670533,1,2,"plasmacytoid dendritic cell differentiation","BP",1
"3696","GO:0008081",0.252216382942815,0.836333958117285,13,79,"phosphoric diester hydrolase activity","MF",1
"12064","GO:0048011",0.252286455079251,0.882587107676277,5,25,"neurotrophin TRK receptor signaling pathway","BP",1
"12802","GO:0051082",0.252567957801784,0.822389825440719,19,111,"unfolded protein binding","MF",1
"5464","GO:0016103",0.252644391170387,0.9816469253022,1,2,"diterpenoid catabolic process","BP",1
"8958","GO:0034653",0.252644391170387,0.9816469253022,1,2,"retinoic acid catabolic process","BP",1
"10576","GO:0043374",0.252686283084083,0.912755572101249,3,13,"CD8-positive, alpha-beta T cell differentiation","BP",1
"7320","GO:0031146",0.252705317197701,0.843191174714797,11,63,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","BP",1
"8492","GO:0033365",0.252761133142126,0.777492093515056,131,904,"protein localization to organelle","BP",1
"18374","GO:0160194",0.252807993173022,0.981621281883713,1,2,"stereocilium bundle organization","BP",1
"16069","GO:0086092",0.252810154100943,0.981620943035509,1,2,"regulation of the force of heart contraction by cardiac conduction","BP",1
"13635","GO:0060312",0.252971075985335,0.939128920491654,2,7,"regulation of blood vessel remodeling","BP",1
"8800","GO:0034316",0.253045050127443,0.939099062639905,2,7,"negative regulation of Arp2/3 complex-mediated actin nucleation","BP",1
"6651","GO:0021941",0.253050879267915,0.981583173057134,1,2,"negative regulation of cerebellar granule cell precursor proliferation","BP",1
"18258","GO:0150079",0.25326365078946,0.912454622652142,3,13,"negative regulation of neuroinflammatory response","BP",1
"12935","GO:0051309",0.253277396607626,0.981547591324472,1,2,"female meiosis chromosome separation","BP",1
"18505","GO:1900107",0.253318898390225,0.938988472358205,2,7,"regulation of nodal signaling pathway","BP",1
"10841","GO:0044301",0.253438375564131,0.981522280314266,1,2,"climbing fiber","CC",1
"21366","GO:2000565",0.253507804952819,0.981511357609305,1,2,"negative regulation of CD8-positive, alpha-beta T cell proliferation","BP",1
"9682","GO:0036368",0.253573062233029,0.981501087859044,1,2,"cone photoresponse recovery","BP",1
"437","GO:0001575",0.253580048491999,0.981499988213156,1,2,"globoside metabolic process","BP",1
"438","GO:0001576",0.253580048491999,0.981499988213156,1,2,"globoside biosynthetic process","BP",1
"1181","GO:0002728",0.253585998155952,0.981499051698806,1,2,"negative regulation of natural killer cell cytokine production","BP",1
"6026","GO:0018212",0.25365405296269,0.821173724255564,19,117,"peptidyl-tyrosine modification","BP",1
"19821","GO:1904038",0.253695726912548,0.98148177478589,1,2,"regulation of iron export across plasma membrane","BP",1
"8182","GO:0032786",0.253951463404172,0.842241928779247,11,63,"positive regulation of DNA-templated transcription, elongation","BP",1
"10672","GO:0043534",0.253973368275691,0.820811038847898,19,119,"blood vessel endothelial cell migration","BP",1
"10406","GO:0043085",0.253998303710354,0.796040037418126,45,295,"positive regulation of catalytic activity","BP",1
"8624","GO:0033842",0.254352123752002,0.981378229373754,1,2,"N-acetyl-beta-glucosaminyl-derivative 4-beta-N-acetylgalactosaminyltransferase activity","MF",1
"9162","GO:0035315",0.254539045996289,0.85067525227379,9,51,"hair cell differentiation","BP",1
"18671","GO:1901135",0.254646833279907,0.774971559387279,139,937,"carbohydrate derivative metabolic process","BP",1
"5905","GO:0017053",0.254843864124149,0.834364905198036,13,78,"transcription repressor complex","CC",1
