"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"8907","GO:0034498",0.22648910004084,0.926936679677434,3,12,"early endosome to Golgi transport","BP",1
"18008","GO:0140784",0.226502003068048,0.910771459766301,4,18,"metal ion sensor activity","MF",1
"2087","GO:0004709",0.22667423981376,0.898491077699337,5,25,"MAP kinase kinase kinase activity","MF",1
"16920","GO:0098792",0.22667526038882,0.926846660474578,3,12,"xenophagy","BP",1
"3692","GO:0008076",0.226937103663536,0.853496493021808,14,81,"voltage-gated potassium channel complex","CC",1
"10697","GO:0043569",0.226945782085766,0.949219884090338,2,7,"negative regulation of insulin-like growth factor receptor signaling pathway","BP",1
"11677","GO:0046580",0.227004979072469,0.89829034034397,5,25,"negative regulation of Ras protein signal transduction","BP",1
"21507","GO:2000809",0.227109405657312,0.985399727992697,1,2,"positive regulation of synaptic vesicle clustering","BP",1
"4014","GO:0008625",0.227199451992049,0.853375991786079,14,80,"extrinsic apoptotic signaling pathway via death domain receptors","BP",1
"20315","GO:1905089",0.227234288001248,0.926576084380913,3,12,"regulation of type 2 mitophagy","BP",1
"18122","GO:0140994",0.227278192827512,0.91033969284421,4,18,"RNA polymerase II CTD heptapeptide repeat modifying activity","MF",1
"11782","GO:0046825",0.227395270008591,0.881993331629241,7,36,"regulation of protein export from nucleus","BP",1
"14274","GO:0061582",0.227396822689635,0.985360201718938,1,2,"intestinal epithelial cell migration","BP",1
"6775","GO:0030011",0.22742337855031,0.925526284341701,3,13,"maintenance of cell polarity","BP",1
"7212","GO:0030947",0.227432390469778,0.889000833317095,6,31,"regulation of vascular endothelial growth factor receptor signaling pathway","BP",1
"5014","GO:0015012",0.227466493459668,0.888978912529385,6,31,"heparan sulfate proteoglycan biosynthetic process","BP",1
"3592","GO:0007492",0.227613619935427,0.852819409640475,14,83,"endoderm development","BP",1
"12888","GO:0051241",0.227662516039768,0.79875559399934,155,1055,"negative regulation of multicellular organismal process","BP",1
"11242","GO:0045653",0.227953279482753,0.910623138274564,4,17,"negative regulation of megakaryocyte differentiation","BP",1
"7716","GO:0032039",0.227954950006522,0.909962659769931,4,18,"integrator complex","CC",1
"3578","GO:0007411",0.228109745337479,0.826030829411002,33,219,"axon guidance","BP",1
"797","GO:0002098",0.228255017654009,0.9104559014655,4,17,"tRNA wobble uridine modification","BP",1
"9712","GO:0036449",0.228261678960241,0.948729418238007,2,7,"microtubule minus-end","CC",1
"13783","GO:0060502",0.228272389482717,0.926072619396757,3,12,"epithelial cell proliferation involved in lung morphogenesis","BP",1
"1300","GO:0002931",0.228290363991684,0.865597448843934,10,55,"response to ischemia","BP",1
"20553","GO:1905668",0.22894602559726,0.924778640187306,3,13,"positive regulation of protein localization to endosome","BP",1
"8293","GO:0032954",0.229005032831429,0.948451424000505,2,7,"regulation of cytokinetic process","BP",1
"19519","GO:1903436",0.229005032831429,0.948451424000505,2,7,"regulation of mitotic cytokinetic process","BP",1
"19520","GO:1903438",0.229005032831429,0.948451424000505,2,7,"positive regulation of mitotic cytokinetic process","BP",1
"17138","GO:0099188",0.229150451417302,0.909295312907029,4,18,"postsynaptic cytoskeleton organization","BP",1
"7250","GO:0031022",0.229187948528943,0.985112510411008,1,2,"nuclear migration along microfilament","BP",1
"1567","GO:0003723",0.229639362584212,0.792303494427747,238,1623,"RNA binding","MF",1
"19588","GO:1903578",0.229657081448688,0.854113731309383,13,75,"regulation of ATP metabolic process","BP",1
"10474","GO:0043202",0.22966973525899,0.846692400287807,16,93,"lysosomal lumen","CC",1
"15341","GO:0071532",0.229715151961763,0.94818523239358,2,7,"ankyrin repeat binding","MF",1
"543","GO:0001764",0.229998329737715,0.829761183501902,27,176,"neuron migration","BP",1
"18783","GO:1901525",0.230004715148206,0.925229539169008,3,12,"negative regulation of mitophagy","BP",1
"19390","GO:1903147",0.230004715148206,0.925229539169008,3,12,"negative regulation of autophagy of mitochondrion","BP",1
"19311","GO:1902991",0.230055371714475,0.873886682352416,8,43,"regulation of amyloid precursor protein catabolic process","BP",1
"10310","GO:0042835",0.230214885357927,0.98496942910836,1,2,"BRE binding","MF",1
"9405","GO:0035773",0.230385326206008,0.856683482164076,12,68,"insulin secretion involved in cellular response to glucose stimulus","BP",1
"7965","GO:0032458",0.230635919713385,0.984910541629562,1,2,"slow endocytic recycling","BP",1
"17194","GO:0099560",0.230644500149107,0.886644202994808,6,32,"synaptic membrane adhesion","BP",1
"6625","GO:0021886",0.230698387151604,0.947815651548001,2,7,"hypothalamus gonadotrophin-releasing hormone neuron differentiation","BP",1
"6626","GO:0021888",0.230698387151604,0.947815651548001,2,7,"hypothalamus gonadotrophin-releasing hormone neuron development","BP",1
"10015","GO:0042254",0.230967268085485,0.814669084559516,49,307,"ribosome biogenesis","BP",1
"10662","GO:0043523",0.231113417262297,0.820779545899273,37,238,"regulation of neuron apoptotic process","BP",1
"11425","GO:0045990",0.231191829987547,0.947629732828079,2,7,"carbon catabolite regulation of transcription","BP",1
"11426","GO:0045991",0.231191829987547,0.947629732828079,2,7,"carbon catabolite activation of transcription","BP",1
"14576","GO:0070069",0.231246563564888,0.879947472029126,7,34,"cytochrome complex","CC",1
"3955","GO:0008509",0.231324092058546,0.8361648008075,21,131,"monoatomic anion transmembrane transporter activity","MF",1
"7058","GO:0030545",0.231595982811843,0.80682114815426,71,453,"signaling receptor regulator activity","MF",1
"9309","GO:0035630",0.231781081233424,0.924361228218993,3,12,"bone mineralization involved in bone maturation","BP",1
"13397","GO:0055092",0.232087497854958,0.847046023732625,15,87,"sterol homeostasis","BP",1
"20876","GO:1990597",0.232097721567517,0.984705068428307,1,2,"AIP1-IRE1 complex","CC",1
"4019","GO:0008631",0.232330327317846,0.858761679949367,11,61,"intrinsic apoptotic signaling pathway in response to oxidative stress","BP",1
"7168","GO:0030866",0.232445129443913,0.877908307655871,7,39,"cortical actin cytoskeleton organization","BP",1
"8734","GO:0034162",0.232501990675799,0.907415509790178,4,18,"toll-like receptor 9 signaling pathway","BP",1
"16081","GO:0090009",0.232686350662973,0.947064825951471,2,7,"primitive streak formation","BP",1
"9656","GO:0036305",0.232774779649874,0.9470313161165,2,7,"ameloblast differentiation","BP",1
"14192","GO:0061351",0.232876495296892,0.829655151182897,25,158,"neural precursor cell proliferation","BP",1
"7688","GO:0031994",0.232962562532173,0.922792832978202,3,13,"insulin-like growth factor I binding","MF",1
"21516","GO:2000821",0.233005706152486,0.984576641804047,1,2,"regulation of grooming behavior","BP",1
"20361","GO:1905219",0.233105934277934,0.984562427818974,1,2,"regulation of platelet formation","BP",1
"20362","GO:1905221",0.233105934277934,0.984562427818974,1,2,"positive regulation of platelet formation","BP",1
"6436","GO:0021537",0.233232274440642,0.816421472489535,41,271,"telencephalon development","BP",1
"18007","GO:0140778",0.233347047582087,0.984528203384683,1,2,"microtubule stabilizing activity","MF",1
"8966","GO:0034667",0.233427618624147,0.984516757211026,1,2,"integrin alpha3-beta1 complex","CC",1
"15510","GO:0071816",0.233590562409082,0.907481115623251,4,17,"tail-anchored membrane protein insertion into ER membrane","BP",1
"5965","GO:0017162",0.233619387196406,0.946710776773498,2,7,"aryl hydrocarbon receptor binding","MF",1
"10119","GO:0042446",0.233781180210975,0.861596034807783,10,55,"hormone biosynthetic process","BP",1
"21645","GO:2001236",0.233820688024881,0.828995650697461,25,154,"regulation of extrinsic apoptotic signaling pathway","BP",1
"15597","GO:0072001",0.233859352308755,0.813253284907958,46,307,"renal system development","BP",1
"15085","GO:0071006",0.234054307232902,0.92324444179271,3,12,"U2-type catalytic step 1 spliceosome","CC",1
"15090","GO:0071012",0.234054307232902,0.92324444179271,3,12,"catalytic step 1 spliceosome","CC",1
"8467","GO:0033280",0.234252040513207,0.876902506307361,7,38,"response to vitamin D","BP",1
"7904","GO:0032378",0.234383944436166,0.984380529128705,1,2,"negative regulation of intracellular lipid transport","BP",1
"7907","GO:0032381",0.234383944436166,0.984380529128705,1,2,"negative regulation of intracellular sterol transport","BP",1
"7910","GO:0032384",0.234383944436166,0.984380529128705,1,2,"negative regulation of intracellular cholesterol transport","BP",1
"20530","GO:1905601",0.234383944436166,0.984380529128705,1,2,"negative regulation of receptor-mediated endocytosis involved in cholesterol transport","BP",1
"3799","GO:0008253",0.234632383885585,0.922959442603667,3,12,"5'-nucleotidase activity","MF",1
"3330","GO:0006898",0.234778738200963,0.81569836629554,40,261,"receptor-mediated endocytosis","BP",1
"13800","GO:0060532",0.234877864154616,0.9843099033912,1,2,"bronchus cartilage development","BP",1
"14130","GO:0061145",0.234877864154616,0.9843099033912,1,2,"lung smooth muscle development","BP",1
"10541","GO:0043306",0.234900241651468,0.922827247510117,3,12,"positive regulation of mast cell degranulation","BP",1
"16048","GO:0086064",0.234984825953498,0.89341011915793,5,25,"cell communication by electrical coupling involved in cardiac conduction","BP",1
"12816","GO:0051100",0.235004874287959,0.865203542657403,9,49,"negative regulation of binding","BP",1
"3515","GO:0007249",0.235006293670883,0.809729615726092,52,337,"canonical NF-kappaB signal transduction","BP",1
"9077","GO:0035088",0.235013205545008,0.86487984134652,9,51,"establishment or maintenance of apical/basal cell polarity","BP",1
"14168","GO:0061245",0.235013205545008,0.86487984134652,9,51,"establishment or maintenance of bipolar cell polarity","BP",1
"15858","GO:0072538",0.235147741171893,0.864938514120532,9,50,"T-helper 17 type immune response","BP",1
"10","GO:0000023",0.23514856435159,0.984271118602626,1,2,"maltose metabolic process","BP",1
"3833","GO:0008306",0.235211438875271,0.844315555746477,15,91,"associative learning","BP",1
"6859","GO:0030158",0.235415389499443,0.984232835427814,1,2,"protein xylosyltransferase activity","MF",1
"16674","GO:0097485",0.235473369446774,0.819712964107793,33,220,"neuron projection guidance","BP",1
"12595","GO:0050731",0.235600219490779,0.864776380911368,9,49,"positive regulation of peptidyl-tyrosine phosphorylation","BP",1
"6959","GO:0030307",0.235949403413251,0.828302043333164,24,151,"positive regulation of cell growth","BP",1
"11448","GO:0046040",0.236186627786377,0.905333730881468,4,18,"IMP metabolic process","BP",1
"8222","GO:0032835",0.236208082363914,0.855304190666004,11,66,"glomerulus development","BP",1
"949","GO:0002357",0.236256507150889,0.922156554524652,3,12,"defense response to tumor cell","BP",1
"1393","GO:0003169",0.236281056379499,0.98410826583347,1,2,"coronary vein morphogenesis","BP",1
"9887","GO:0039529",0.236390078008074,0.89254338308348,5,25,"RIG-I signaling pathway","BP",1
"4644","GO:0010668",0.236478872072313,0.945619133502028,2,7,"ectodermal cell differentiation","BP",1
"16207","GO:0090232",0.236731539629361,0.921921115372855,3,12,"positive regulation of spindle checkpoint","BP",1
"10624","GO:0043457",0.236817483781251,0.869372269858771,8,42,"regulation of cellular respiration","BP",1
"14893","GO:0070628",0.236925423859699,0.904914413479769,4,18,"proteasome binding","MF",1
"16542","GO:0097193",0.236993285127441,0.80926963298944,49,314,"intrinsic apoptotic signaling pathway","BP",1
"13554","GO:0060179",0.2371184110893,0.945373622327806,2,7,"male mating behavior","BP",1
"9226","GO:0035461",0.237188082519283,0.90476518346195,4,18,"vitamin transmembrane transport","BP",1
"13838","GO:0060592",0.237272268540865,0.945314484171133,2,7,"mammary gland formation","BP",1
"3404","GO:0007032",0.237316857435279,0.838488519287618,17,100,"endosome organization","BP",1
"1821","GO:0004316",0.237524552315346,0.983928344239034,1,2,"3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity","MF",1
"20485","GO:1905508",0.237592102545936,0.87463246091974,7,38,"protein localization to microtubule organizing center","BP",1
"73","GO:0000164",0.23774541130319,0.903837560573765,4,19,"protein phosphatase type 1 complex","CC",1
"3653","GO:0007626",0.237777630640815,0.820367648633331,30,194,"locomotory behavior","BP",1
"18236","GO:0150043",0.23797864299146,0.983862352588629,1,2,"structural constituent of synapse-associated extracellular matrix","MF",1
"7454","GO:0031463",0.238008232249432,0.858089813604409,10,58,"Cul3-RING ubiquitin ligase complex","CC",1
"21031","GO:1990971",0.238273232981444,0.983819457844385,1,2,"EMILIN complex","CC",1
"9013","GO:0034750",0.238502402897158,0.983786043684688,1,2,"Scrib-APC-beta-catenin complex","CC",1
"21586","GO:2001053",0.238620325951594,0.920982268811044,3,12,"regulation of mesenchymal cell apoptotic process","BP",1
"7964","GO:0032456",0.238668182571344,0.84166760646402,15,90,"endocytic recycling","BP",1
"16949","GO:0098833",0.238776298620108,0.944734865120484,2,7,"presynaptic endocytic zone","CC",1
"16950","GO:0098835",0.238776298620108,0.944734865120484,2,7,"presynaptic endocytic zone membrane","CC",1
"17729","GO:0140072",0.238883756981916,0.983730352711924,1,2,"histone H3K9ac reader activity","MF",1
"3609","GO:0007521",0.238907504040945,0.983726881194673,1,2,"muscle cell fate determination","BP",1
"19024","GO:1902218",0.239162783736092,0.944585478439858,2,7,"regulation of intrinsic apoptotic signaling pathway in response to osmotic stress","BP",1
"9776","GO:0038034",0.239301299024643,0.849936257728568,12,68,"signal transduction in absence of ligand","BP",1
"7537","GO:0031647",0.23936795650306,0.80428760116822,56,367,"regulation of protein stability","BP",1
"21184","GO:2000299",0.239810108368752,0.983594617052814,1,2,"negative regulation of Rho-dependent protein serine/threonine kinase activity","BP",1
"6531","GO:0021693",0.239923524206435,0.983577954107299,1,2,"cerebellar Purkinje cell layer structural organization","BP",1
"6536","GO:0021698",0.239923524206435,0.983577954107299,1,2,"cerebellar cortex structural organization","BP",1
"18280","GO:0150147",0.240050337091388,0.944241728256006,2,7,"cell-cell junction disassembly","BP",1
"2488","GO:0005416",0.240056985920395,0.890271402999748,5,25,"amino acid:monoatomic cation symporter activity","MF",1
"4762","GO:0010867",0.240295042249609,0.920146205179106,3,12,"positive regulation of triglyceride biosynthetic process","BP",1
"6003","GO:0018108",0.240370130331424,0.832085565213228,19,116,"peptidyl-tyrosine phosphorylation","BP",1
"387","GO:0001504",0.240439676474038,0.866621983759335,8,43,"neurotransmitter uptake","BP",1
"10946","GO:0044774",0.24048377835148,0.845808100134468,13,75,"mitotic DNA integrity checkpoint signaling","BP",1
"4972","GO:0014849",0.240645622602361,0.983471636471537,1,2,"ureter smooth muscle contraction","BP",1
"15662","GO:0072105",0.240645622602361,0.983471636471537,1,2,"ureteric peristalsis","BP",1
"7991","GO:0032485",0.240733723008072,0.983458638124104,1,2,"regulation of Ral protein signal transduction","BP",1
"15565","GO:0071914",0.240792224954578,0.983450003498119,1,2,"prominosome","CC",1
"12185","GO:0048312",0.241444558630223,0.943699810654918,2,7,"intracellular distribution of mitochondria","BP",1
"19348","GO:1903047",0.24157202103149,0.790686147449635,108,735,"mitotic cell cycle process","BP",1
"15505","GO:0071805",0.241598104982221,0.818099509747498,29,185,"potassium ion transmembrane transport","BP",1
"2774","GO:0005984",0.241601135786918,0.943638803270406,2,7,"disaccharide metabolic process","BP",1
"20741","GO:1990204",0.241688762699229,0.831331382772767,19,110,"oxidoreductase complex","CC",1
"1540","GO:0003422",0.241710004942615,0.983314204566972,1,2,"growth plate cartilage morphogenesis","BP",1
"18603","GO:1900450",0.241915010347037,0.983283783950431,1,2,"negative regulation of glutamate receptor signaling pathway","BP",1
"19284","GO:1902915",0.242043575512897,0.943466253630366,2,7,"negative regulation of protein polyubiquitination","BP",1
"11947","GO:0047389",0.242075943201185,0.983259880932552,1,2,"glycerophosphocholine phosphodiesterase activity","MF",1
"3736","GO:0008150",0.242081408028097,0.78312570875157,2156,15361,"biological_process","BP",1
"6886","GO:0030198",0.242124667403523,0.806472376834256,45,300,"extracellular matrix organization","BP",1
"20196","GO:1904862",0.242143536493117,0.888576894372893,5,26,"inhibitory synapse assembly","BP",1
"10209","GO:0042631",0.242147500734661,0.983249246341913,1,2,"cellular response to water deprivation","BP",1
"9837","GO:0038143",0.242160650141435,0.983247291708479,1,2,"ERBB3:ERBB2 complex","CC",1
"1427","GO:0003213",0.242224339164453,0.983237822606464,1,2,"cardiac right atrium morphogenesis","BP",1
"16018","GO:0086020",0.242229665262148,0.983237030598261,1,2,"gap junction channel activity involved in SA node cell-atrial cardiac muscle cell electrical coupling","MF",1
"16019","GO:0086021",0.242229665262148,0.983237030598261,1,2,"SA node cell to atrial cardiac muscle cell communication by electrical coupling","BP",1
"12974","GO:0051402",0.242351888647643,0.806853097321497,44,288,"neuron apoptotic process","BP",1
"10238","GO:0042704",0.242367711879043,0.983216495112686,1,2,"uterine wall breakdown","BP",1
"9061","GO:0035026",0.242455144271767,0.983203481407442,1,2,"leading edge cell differentiation","BP",1
"13817","GO:0060561",0.242463259246032,0.888772431052859,5,25,"apoptotic process involved in morphogenesis","BP",1
"18791","GO:1901551",0.242509825591641,0.983195339526781,1,2,"negative regulation of endothelial cell development","BP",1
"19386","GO:1903141",0.242509825591641,0.983195339526781,1,2,"negative regulation of establishment of endothelial barrier","BP",1
"1396","GO:0003172",0.242513032694472,0.983194861928649,1,2,"sinoatrial valve development","BP",1
"18934","GO:1901989",0.242546185009161,0.832223628915122,18,108,"positive regulation of cell cycle phase transition","BP",1
"6691","GO:0022037",0.242606834610423,0.832011487311435,18,111,"metencephalon development","BP",1
"1531","GO:0003413",0.242617071172584,0.917938933674102,3,13,"chondrocyte differentiation involved in endochondral bone morphogenesis","BP",1
"17781","GO:0140207",0.242689104164848,0.983168629595815,1,2,"tripeptide import across plasma membrane","BP",1
"2070","GO:0004683",0.242694425516335,0.888628091562224,5,25,"calcium/calmodulin-dependent protein kinase activity","MF",1
"10795","GO:0044065",0.242746039267401,0.917873324293713,3,13,"regulation of respiratory system process","BP",1
"12875","GO:0051223",0.242883317192229,0.799078886716087,62,410,"regulation of protein transport","BP",1
"4666","GO:0010724",0.242889670445737,0.983138719211439,1,2,"regulation of definitive erythrocyte differentiation","BP",1
"21018","GO:1990931",0.243061788360754,0.983113026988105,1,2,"mRNA N6-methyladenosine dioxygenase activity","MF",1
"13922","GO:0060739",0.243081727100288,0.983110049258174,1,2,"mesenchymal-epithelial cell signaling involved in prostate gland development","BP",1
"19205","GO:1902691",0.243091190481352,0.983108635854033,1,2,"respiratory basal cell differentiation","BP",1
"17023","GO:0098939",0.243175551909349,0.983096033040754,1,2,"dendritic transport of mitochondrion","BP",1
"14842","GO:0070530",0.243353522588193,0.88821623036282,5,25,"K63-linked polyubiquitin modification-dependent protein binding","MF",1
"20922","GO:1990723",0.243413279171963,0.983060489729604,1,2,"cytoplasmic periphery of the nuclear pore complex","CC",1
"3948","GO:0008499",0.243598280344519,0.918487163597004,3,12,"N-acetyl-beta-D-glucosaminide beta-(1,3)-galactosyltransferase activity","MF",1
"16832","GO:0098631",0.243824641595792,0.842954689786105,13,78,"cell adhesion mediator activity","MF",1
"16181","GO:0090186",0.243838670697798,0.942763730365453,2,7,"regulation of pancreatic juice secretion","BP",1
"16721","GO:0097575",0.243986204124358,0.982974653595065,1,2,"lateral cell cortex","CC",1
"17680","GO:0140003",0.243987263189435,0.94270540188693,2,7,"histone H3K36me3 reader activity","MF",1
"10420","GO:0043116",0.244006804006379,0.900233279485849,4,19,"negative regulation of vascular permeability","BP",1
"18562","GO:1900223",0.244081504821383,0.942668394359596,2,7,"positive regulation of amyloid-beta clearance","BP",1
"7813","GO:0032230",0.244093676205318,0.91718653501724,3,13,"positive regulation of synaptic transmission, GABAergic","BP",1
"8439","GO:0033211",0.244165293596342,0.942635482461179,2,7,"adiponectin-activated signaling pathway","BP",1
"16118","GO:0090087",0.244238448712254,0.814977473090974,30,189,"regulation of peptide transport","BP",1
"8041","GO:0032574",0.244251692972588,0.982934793204936,1,2,"5'-3' RNA helicase activity","MF",1
"10772","GO:0043992",0.244257949763438,0.9829338531662,1,2,"histone H3K9 acetyltransferase activity","MF",1
"17571","GO:0120170",0.244463957081594,0.982902885381371,1,2,"intraciliary transport particle B binding","MF",1
"2484","GO:0005391",0.244590303945883,0.94246840845913,2,7,"P-type sodium:potassium-exchanging transporter activity","MF",1
"3984","GO:0008554",0.244590303945883,0.94246840845913,2,7,"P-type sodium transporter activity","MF",1
"3985","GO:0008556",0.244590303945883,0.94246840845913,2,7,"P-type potassium transmembrane transporter activity","MF",1
"15724","GO:0072201",0.244715489918317,0.942419155209959,2,7,"negative regulation of mesenchymal cell proliferation","BP",1
"14625","GO:0070162",0.244843886823323,0.942368618829317,2,7,"adiponectin secretion","BP",1
"14626","GO:0070163",0.244843886823323,0.942368618829317,2,7,"regulation of adiponectin secretion","BP",1
"12790","GO:0051050",0.244948194736906,0.786886848401009,113,772,"positive regulation of transport","BP",1
"6716","GO:0022616",0.244963315209811,0.869826594310692,7,37,"DNA strand elongation","BP",1
"5351","GO:0015865",0.245039966312296,0.869773879681353,7,37,"purine nucleotide transport","BP",1
"19502","GO:1903416",0.245105115944697,0.942265738388748,2,7,"response to glycoside","BP",1
"8375","GO:0033080",0.2451080627041,0.917724474446369,3,12,"immature T cell proliferation in thymus","BP",1
"14796","GO:0070436",0.245499647033809,0.982746706951136,1,2,"Grb2-EGFR complex","CC",1
"6841","GO:0030133",0.245503391358346,0.796705350071856,62,412,"transport vesicle","CC",1
"8652","GO:0033993",0.245553394816412,0.784785768294867,126,855,"response to lipid","BP",1
"12300","GO:0048631",0.245709375160247,0.942027443241868,2,7,"regulation of skeletal muscle tissue growth","BP",1
"4274","GO:0009301",0.245789853305995,0.899833750366756,4,18,"snRNA transcription","BP",1
"18761","GO:1901386",0.245900870126078,0.941951832665821,2,7,"negative regulation of voltage-gated calcium channel activity","BP",1
"2368","GO:0005158",0.245914623535933,0.898561959326146,4,20,"insulin receptor binding","MF",1
"11296","GO:0045760",0.245991220550911,0.941916142865286,2,7,"positive regulation of action potential","BP",1
"4275","GO:0009303",0.246024078634121,0.86267243744611,8,43,"rRNA transcription","BP",1
"18230","GO:0150033",0.246173294770846,0.982644684216329,1,2,"negative regulation of protein localization to lysosome","BP",1
"8256","GO:0032902",0.246185039117133,0.982642902483912,1,2,"nerve growth factor production","BP",1
"14636","GO:0070173",0.246227201563901,0.941822879857729,2,7,"regulation of enamel mineralization","BP",1
"5515","GO:0016213",0.246268254287614,0.982630274909237,1,2,"acyl-CoA 6-desaturase activity","MF",1
"11662","GO:0046540",0.246331165172751,0.869422685223721,7,35,"U4/U6 x U5 tri-snRNP complex","CC",1
"16699","GO:0097526",0.246331165172751,0.869422685223721,7,35,"spliceosomal tri-snRNP complex","CC",1
"5165","GO:0015350",0.246441725758753,0.982603934288908,1,2,"methotrexate transmembrane transporter activity","MF",1
"13235","GO:0051958",0.246441725758753,0.982603934288908,1,2,"methotrexate transport","BP",1
"15851","GO:0072529",0.246506972306392,0.887165498530919,5,23,"pyrimidine-containing compound catabolic process","BP",1
"3914","GO:0008443",0.246700778791566,0.941635510841422,2,7,"phosphofructokinase activity","MF",1
"65","GO:0000146",0.246783498290372,0.875252319435223,6,35,"microfilament motor activity","MF",1
"8542","GO:0033567",0.246909711446324,0.982532758707435,1,2,"DNA replication, Okazaki fragment processing","BP",1
"14444","GO:0061920",0.246972714704716,0.982523163800717,1,2,"protein propionyltransferase activity","MF",1
"6123","GO:0019171",0.247009693992128,0.982517530728478,1,2,"(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity","MF",1
"8819","GO:0034352",0.247029331811791,0.982514538864966,1,2,"positive regulation of glial cell apoptotic process","BP",1
"18524","GO:1900143",0.247029331811791,0.982514538864966,1,2,"positive regulation of oligodendrocyte apoptotic process","BP",1
"8051","GO:0032593",0.247065913966099,0.941490859979568,2,7,"insulin-responsive compartment","CC",1
"20766","GO:1990270",0.247077709613615,0.982507167145425,1,2,"platelet-derived growth factor receptor-ligand complex","CC",1
"12594","GO:0050730",0.247087231609887,0.840696010725718,13,75,"regulation of peptidyl-tyrosine phosphorylation","BP",1
"5317","GO:0015819",0.24712348572881,0.982500190217353,1,2,"lysine transport","BP",1
"21023","GO:1990953",0.247136812405886,0.982498158741768,1,2,"intramanchette transport","BP",1
"17594","GO:0120219",0.247165994634745,0.982493709822412,1,2,"subapical part of cell","CC",1
"20435","GO:1905371",0.247187967813735,0.982490359514595,1,2,"ceramide phosphoethanolamine metabolic process","BP",1
"11265","GO:0045685",0.247214839799283,0.84389237425093,12,68,"regulation of glial cell differentiation","BP",1
"6532","GO:0021694",0.247231512696018,0.915578849093431,3,13,"cerebellar Purkinje cell layer formation","BP",1
"16417","GO:0097004",0.247359735511162,0.982464156911682,1,2,"adipokinetic hormone binding","MF",1
"11696","GO:0046618",0.247395444508966,0.915494528550396,3,13,"xenobiotic export from cell","BP",1
"13189","GO:0051896",0.247421005901937,0.803461235640839,42,276,"regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP",1
"5305","GO:0015803",0.247519212211397,0.915430845305943,3,13,"branched-chain amino acid transport","BP",1
"18699","GO:1901207",0.247601781485765,0.982427195247039,1,2,"regulation of heart looping","BP",1
"1858","GO:0004364",0.247602774021992,0.886480429815048,5,23,"glutathione transferase activity","MF",1
"13173","GO:0051875",0.247705969742208,0.885928013233117,5,24,"pigment granule localization","BP",1
"16165","GO:0090164",0.247798492413224,0.98239712342696,1,2,"asymmetric Golgi ribbon formation","BP",1
"5415","GO:0016011",0.247805322128,0.941197440724273,2,7,"dystroglycan complex","CC",1
"4482","GO:0010212",0.247826678299841,0.819783903261583,23,142,"response to ionizing radiation","BP",1
"15673","GO:0072126",0.247877389464861,0.941168806621968,2,7,"positive regulation of glomerular mesangial cell proliferation","BP",1
"11384","GO:0045924",0.247936473358861,0.941145326435062,2,7,"regulation of female receptivity","BP",1
"13989","GO:0060897",0.247984685096303,0.941126163736716,2,7,"neural plate regionalization","BP",1
"8594","GO:0033693",0.248128279742563,0.982346641274485,1,2,"neurofilament bundle assembly","BP",1
"17117","GO:0099160",0.248128279742563,0.982346641274485,1,2,"postsynaptic intermediate filament cytoskeleton","CC",1
"17134","GO:0099184",0.248128279742563,0.982346641274485,1,2,"structural constituent of postsynaptic intermediate filament cytoskeleton","MF",1
"17135","GO:0099185",0.248128279742563,0.982346641274485,1,2,"postsynaptic intermediate filament cytoskeleton organization","BP",1
"17217","GO:0099605",0.248196549882504,0.982336180415961,1,2,"regulation of action potential firing rate","BP",1
"20807","GO:1990425",0.248200448754521,0.982335582893896,1,2,"ryanodine receptor complex","CC",1
"16946","GO:0098829",0.248370138140157,0.982309565834647,1,2,"intestinal folate absorption","BP",1
"15152","GO:0071216",0.248373403992567,0.805846806016572,37,236,"cellular response to biotic stimulus","BP",1
"12355","GO:0048708",0.248394320485571,0.836636635434073,14,83,"astrocyte differentiation","BP",1
"5526","GO:0016236",0.248487170893909,0.795020978161708,59,391,"macroautophagy","BP",1
"5127","GO:0015232",0.248525512479762,0.940911007191098,2,7,"heme transmembrane transporter activity","MF",1
"5367","GO:0015886",0.248525512479762,0.940911007191098,2,7,"heme transport","BP",1
"21417","GO:2000651",0.248576630408606,0.940890652582432,2,7,"positive regulation of sodium ion transmembrane transporter activity","BP",1
"18234","GO:0150037",0.248596228263634,0.982274867000065,1,2,"regulation of calcium-dependent activation of synaptic vesicle fusion","BP",1
"10395","GO:0043062",0.248624058096765,0.800721609607035,45,301,"extracellular structure organization","BP",1
"3817","GO:0008286",0.248654888761987,0.82344179976887,20,126,"insulin receptor signaling pathway","BP",1
"8825","GO:0034360",0.248673289705139,0.982263031150709,1,2,"chylomicron remnant","CC",1
"20039","GO:1904542",0.248681461229972,0.982261775820832,1,2,"regulation of free ubiquitin chain polymerization","BP",1
"20040","GO:1904544",0.248681461229972,0.982261775820832,1,2,"positive regulation of free ubiquitin chain polymerization","BP",1
"18203","GO:0141207",0.248706013060023,0.982258003799422,1,2,"peptide lactyltransferase (ATP-dependent) activity","MF",1
"8805","GO:0034332",0.248720260167013,0.850018458982335,10,59,"adherens junction organization","BP",1
"11809","GO:0046879",0.248732694057832,0.801270394921487,44,285,"hormone secretion","BP",1
