"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"4891","GO:0014045",0.999999999992001,0.908006622860325,0,1,"establishment of endothelial blood-brain barrier","BP",1
"2142","GO:0004793",0.999999999992015,0.909009533308557,0,1,"threonine aldolase activity","MF",1
"4040","GO:0008732",0.999999999992015,0.909009533308557,0,1,"L-allo-threonine aldolase activity","MF",1
"10646","GO:0043503",0.999999999992018,0.904910327897556,0,1,"skeletal muscle fiber adaptation","BP",1
"12813","GO:0051097",0.999999999992018,0.904910327897556,0,1,"negative regulation of helicase activity","BP",1
"19529","GO:1903451",0.999999999992018,0.904910327897556,0,1,"negative regulation of G1 to G0 transition","BP",1
"13840","GO:0060595",0.99999999999202,0.821942750364546,0,2,"fibroblast growth factor receptor signaling pathway involved in mammary gland specification","BP",1
"13853","GO:0060615",0.99999999999202,0.821942750364546,0,2,"mammary gland bud formation","BP",1
"13873","GO:0060667",0.99999999999202,0.821942750364546,0,2,"branch elongation involved in salivary gland morphogenesis","BP",1
"13998","GO:0060915",0.99999999999202,0.821942750364546,0,2,"mesenchymal cell differentiation involved in lung development","BP",1
"7572","GO:0031704",0.999999999992021,0.802874762273154,0,2,"apelin receptor binding","MF",1
"1646","GO:0003937",0.999999999992053,0.910568950171682,0,1,"IMP cyclohydrolase activity","MF",1
"2042","GO:0004643",0.999999999992053,0.910568950171682,0,1,"phosphoribosylaminoimidazolecarboxamide formyltransferase activity","MF",1
"17355","GO:0106135",0.999999999992097,0.764555421318445,0,2,"negative regulation of cardiac muscle cell contraction","BP",1
"19828","GO:1904048",0.999999999992112,0.767692527144199,0,2,"regulation of spontaneous neurotransmitter secretion","BP",1
"7617","GO:0031811",0.999999999992119,0.867204546309311,0,1,"G protein-coupled nucleotide receptor binding","MF",1
"7618","GO:0031812",0.999999999992119,0.867204546309311,0,1,"P2Y1 nucleotide receptor binding","MF",1
"17578","GO:0120184",0.999999999992144,0.76514088768273,0,2,"negative regulation of focal adhesion disassembly","BP",1
"7628","GO:0031854",0.999999999992146,0.964815541181725,0,1,"orexigenic neuropeptide QRFP receptor binding","MF",1
"18361","GO:0160163",0.999999999992173,0.85686521026528,0,2,"S-nitrosoglutathione reductase (NADPH) activity","MF",1
"18366","GO:0160177",0.999999999992175,0.749346795515327,0,2,"positive regulation of autophagosome-lysosome fusion","BP",1
"16246","GO:0090290",0.999999999992182,0.867669611915056,0,2,"positive regulation of osteoclast proliferation","BP",1
"18303","GO:0160023",0.999999999992182,0.867669611915056,0,2,"sneeze reflex","BP",1
"9006","GO:0034718",0.999999999992186,0.839969362442403,0,1,"SMN-Gemin2 complex","CC",1
"13009","GO:0051463",0.999999999992199,0.833324076841336,0,1,"negative regulation of cortisol secretion","BP",1
"13518","GO:0060125",0.999999999992199,0.833324076841336,0,1,"negative regulation of growth hormone secretion","BP",1
"21181","GO:2000296",0.999999999992232,0.925909385848182,0,1,"negative regulation of hydrogen peroxide catabolic process","BP",1
"19131","GO:1902500",0.999999999992268,0.715751559873591,0,2,"vacuolar HOPS complex","CC",1
"19132","GO:1902501",0.999999999992268,0.715751559873591,0,2,"lysosomal HOPS complex","CC",1
"19821","GO:1904038",0.999999999992277,0.82223946474082,0,2,"regulation of iron export across plasma membrane","BP",1
"14581","GO:0070080",0.999999999992286,0.799922752570924,0,2,"titin Z domain binding","MF",1
"10310","GO:0042835",0.999999999992323,0.731561998071707,0,2,"BRE binding","MF",1
"7449","GO:0031453",0.999999999992331,0.734052332571289,0,2,"positive regulation of heterochromatin formation","BP",1
"4501","GO:0010312",0.999999999992335,0.820592544561515,0,2,"detoxification of zinc ion","BP",1
"20779","GO:1990359",0.999999999992335,0.820592544561515,0,2,"stress response to zinc ion","BP",1
"17367","GO:0106217",0.999999999992341,0.744914733825952,0,2,"tRNA C3-cytosine methylation","BP",1
"6993","GO:0030366",0.999999999992376,0.923538914443155,0,1,"molybdopterin synthase activity","MF",1
"17361","GO:0106155",0.999999999992376,0.923538914443155,0,1,"peptidyl-lysine 3-dioxygenase activity","MF",1
"20718","GO:1990140",0.999999999992376,0.923538914443155,0,1,"molybdopterin synthase complex","CC",1
"17701","GO:0140033",0.99999999999242,0.6899890490917,0,2,"acetylation-dependent protein binding","MF",1
"20926","GO:1990730",0.999999999992423,0.762864593352232,0,2,"VCP-NSFL1C complex","CC",1
"4245","GO:0009227",0.999999999992424,0.81736812834722,0,2,"nucleotide-sugar catabolic process","BP",1
"15348","GO:0071544",0.999999999992437,0.92580011614225,0,1,"diphosphoinositol polyphosphate catabolic process","BP",1
"5640","GO:0016492",0.999999999992451,0.860383055309994,0,1,"G protein-coupled neurotensin receptor activity","MF",1
"7129","GO:0030731",0.999999999992465,0.937962969224694,0,1,"guanidinoacetate N-methyltransferase activity","MF",1
"17504","GO:0120010",0.999999999992465,0.937962969224694,0,1,"intermembrane phospholipid transfer","BP",1
"1336","GO:0003050",0.999999999992466,0.75266782348178,0,2,"regulation of systemic arterial blood pressure by atrial natriuretic peptide","BP",1
"1308","GO:0002944",0.99999999999248,0.908664641969047,0,1,"cyclin K-CDK12 complex","CC",1
"15334","GO:0071505",0.999999999992492,0.803121966101064,0,2,"response to mycophenolic acid","BP",1
"15335","GO:0071506",0.999999999992492,0.803121966101064,0,2,"cellular response to mycophenolic acid","BP",1
"7806","GO:0032223",0.999999999992507,0.905044821125422,0,1,"negative regulation of synaptic transmission, cholinergic","BP",1
"20672","GO:1990005",0.999999999992524,0.826642291869848,0,2,"granular vesicle","CC",1
"20256","GO:1904976",0.999999999992527,0.729363088049747,0,2,"cellular response to bleomycin","BP",1
"16177","GO:0090182",0.999999999992548,0.837867546852976,0,2,"regulation of secretion of lysosomal enzymes","BP",1
"20966","GO:1990792",0.999999999992555,0.818914799801637,0,2,"cellular response to glial cell derived neurotrophic factor","BP",1
"10857","GO:0044326",0.999999999992592,0.862536638482965,0,1,"dendritic spine neck","CC",1
"10872","GO:0044379",0.999999999992592,0.862536638482965,0,1,"protein localization to actin cortical patch","BP",1
"19958","GO:1904370",0.999999999992592,0.862536638482965,0,1,"regulation of protein localization to actin cortical patch","BP",1
"19959","GO:1904372",0.999999999992592,0.862536638482965,0,1,"positive regulation of protein localization to actin cortical patch","BP",1
"20956","GO:1990780",0.999999999992592,0.862536638482965,0,1,"cytoplasmic side of dendritic spine plasma membrane","CC",1
"733","GO:0002018",0.99999999999263,0.821876618830183,0,2,"renin-angiotensin regulation of aldosterone production","BP",1
"14340","GO:0061710",0.999999999992654,0.914115738477702,0,1,"L-threonylcarbamoyladenylate synthase","MF",1
"21493","GO:2000790",0.999999999992659,0.711923104543688,0,2,"regulation of mesenchymal cell proliferation involved in lung development","BP",1
"21494","GO:2000791",0.999999999992659,0.711923104543688,0,2,"negative regulation of mesenchymal cell proliferation involved in lung development","BP",1
"18352","GO:0160135",0.999999999992661,0.839679883398622,0,1,"phospholipase C-activating endothelin receptor signaling pathway","BP",1
"4086","GO:0008955",0.999999999992695,0.865411101185051,0,1,"peptidoglycan glycosyltransferase activity","MF",1
"16373","GO:0090648",0.99999999999271,0.667247441567593,0,2,"response to environmental enrichment","BP",1
"17034","GO:0098965",0.99999999999271,0.654269264091491,0,2,"extracellular matrix of synaptic cleft","CC",1
"9149","GO:0035281",0.99999999999272,0.786042150282173,0,2,"pre-miRNA export from nucleus","BP",1
"10168","GO:0042565",0.99999999999272,0.786042150282173,0,2,"RNA nuclear export complex","CC",1
"2621","GO:0005715",0.999999999992735,0.906483288100307,0,1,"late recombination nodule","CC",1
"11691","GO:0046603",0.999999999992751,0.923206008150478,0,1,"negative regulation of mitotic centrosome separation","BP",1
"11361","GO:0045887",0.999999999992778,0.825417425282733,0,1,"positive regulation of synaptic assembly at neuromuscular junction","BP",1
"13808","GO:0060542",0.999999999992797,0.837207457945685,0,1,"regulation of strand invasion","BP",1
"14738","GO:0070337",0.999999999992797,0.837207457945685,0,1,"3'-flap-structured DNA binding","MF",1
"16790","GO:0098530",0.999999999992797,0.837207457945685,0,1,"positive regulation of strand invasion","BP",1
"17337","GO:0106075",0.999999999992801,0.892989143123596,0,1,"peptide N-succinyltransferase activity","MF",1
"17338","GO:0106078",0.999999999992801,0.892989143123596,0,1,"histone succinyltransferase activity","MF",1
"17371","GO:0106227",0.999999999992801,0.892989143123596,0,1,"peptidyl-lysine glutarylation","BP",1
"17372","GO:0106228",0.999999999992801,0.892989143123596,0,1,"peptide glutaryltransferase activity","MF",1
"17373","GO:0106229",0.999999999992801,0.892989143123596,0,1,"histone glutaryltransferase activity","MF",1
"20049","GO:1904567",0.999999999992828,0.68316686863075,0,2,"response to wortmannin","BP",1
"6493","GO:0021622",0.99999999999283,0.813493487734511,0,2,"oculomotor nerve morphogenesis","BP",1
"6494","GO:0021623",0.99999999999283,0.813493487734511,0,2,"oculomotor nerve formation","BP",1
"20211","GO:1904885",0.999999999992833,0.884090989881923,0,1,"beta-catenin destruction complex assembly","BP",1
"15627","GO:0072046",0.999999999992837,0.730097602863132,0,2,"establishment of planar polarity involved in nephron morphogenesis","BP",1
"11858","GO:0046963",0.999999999992848,0.83008083659161,0,2,"3'-phosphoadenosine 5'-phosphosulfate transport","BP",1
"11859","GO:0046964",0.999999999992848,0.83008083659161,0,2,"3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity","MF",1
"19153","GO:1902558",0.999999999992848,0.83008083659161,0,2,"5'-adenylyl sulfate transmembrane transport","BP",1
"19154","GO:1902559",0.999999999992848,0.83008083659161,0,2,"3'-phospho-5'-adenylyl sulfate transmembrane transport","BP",1
"5055","GO:0015126",0.999999999992854,0.846969088986737,0,1,"canalicular bile acid transmembrane transporter activity","MF",1
"5258","GO:0015722",0.999999999992854,0.846969088986737,0,1,"canalicular bile acid transport","BP",1
"17582","GO:0120189",0.999999999992854,0.846969088986737,0,1,"positive regulation of bile acid secretion","BP",1
"17414","GO:0106349",0.99999999999288,0.909137000928106,0,1,"snRNA methylation","BP",1
"20816","GO:1990437",0.99999999999288,0.909137000928106,0,1,"snRNA 2'-O-methylation","BP",1
"20817","GO:1990438",0.99999999999288,0.909137000928106,0,1,"U6 2'-O-snRNA methylation","BP",1
"3967","GO:0008523",0.999999999992883,0.887288674640121,0,1,"sodium-dependent multivitamin transmembrane transporter activity","MF",1
"5128","GO:0015233",0.999999999992883,0.887288674640121,0,1,"pantothenate transmembrane transporter activity","MF",1
"5203","GO:0015498",0.999999999992883,0.887288674640121,0,1,"pantothenate:sodium symporter activity","MF",1
"5368","GO:0015887",0.999999999992883,0.887288674640121,0,1,"pantothenate transmembrane transport","BP",1
"602","GO:0001830",0.999999999992889,0.917620569688431,0,1,"trophectodermal cell fate commitment","BP",1
"14356","GO:0061739",0.999999999992889,0.917620569688431,0,1,"protein lipidation involved in autophagosome assembly","BP",1
"18651","GO:1901032",0.999999999992889,0.917620569688431,0,1,"negative regulation of response to reactive oxygen species","BP",1
"12340","GO:0048687",0.999999999992902,0.750873383314516,0,2,"positive regulation of sprouting of injured axon","BP",1
"9806","GO:0038097",0.999999999992921,0.841010918806133,0,1,"positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway","BP",1
"11885","GO:0047020",0.999999999992922,0.864046357107055,0,2,"15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity","MF",1
"19833","GO:1904056",0.999999999992927,0.793118154074646,0,2,"positive regulation of cholangiocyte proliferation","BP",1
"983","GO:0002416",0.999999999992929,0.915402370316469,0,1,"IgG immunoglobulin transcytosis in epithelial cells mediated by FcRn immunoglobulin receptor","BP",1
"4096","GO:0009007",0.999999999992936,0.87451890015801,0,1,"site-specific DNA-methyltransferase (adenine-specific) activity","MF",1
"17413","GO:0106347",0.999999999992936,0.87451890015801,0,1,"U2 snRNA 2'-O-methyladenosine m6 methyltransferase activity","MF",1
"20605","GO:1905799",0.999999999992947,0.762520797196201,0,2,"regulation of intraciliary retrograde transport","BP",1
"1790","GO:0004168",0.999999999992958,0.909456990240309,0,1,"dolichol kinase activity","MF",1
"16545","GO:0097196",0.999999999993006,0.8231714145728,0,2,"Shu complex","CC",1
"8642","GO:0033919",0.999999999993032,0.866935706357132,0,1,"glucan 1,3-alpha-glucosidase activity","MF",1
"17432","GO:0106407",0.999999999993032,0.866935706357132,0,1,"Glc2Man9GlcNAc2 oligosaccharide glucosidase activity","MF",1
"11594","GO:0046403",0.999999999993051,0.83499346318037,0,2,"polynucleotide 3'-phosphatase activity","MF",1
"5509","GO:0016203",0.999999999993061,0.837775453060751,0,1,"muscle attachment","BP",1
"3135","GO:0006587",0.999999999993095,0.914382069484136,0,1,"serotonin biosynthetic process from tryptophan","BP",1
"16860","GO:0098665",0.999999999993095,0.914382069484136,0,1,"serotonin receptor complex","CC",1
"17790","GO:0140227",0.999999999993095,0.914382069484136,0,1,"serotonin-gated cation-selective signaling pathway","BP",1
"20066","GO:1904602",0.999999999993095,0.914382069484136,0,1,"serotonin-activated cation-selective channel complex","CC",1
"18362","GO:0160165",0.999999999993112,0.911226634013015,0,1,"CD8-positive, alpha-beta T cell homeostasis","BP",1
"8969","GO:0034670",0.999999999993114,0.807482394768791,0,1,"chemotaxis to arachidonate","BP",1
"8268","GO:0032916",0.999999999993125,0.675207933363243,0,2,"positive regulation of transforming growth factor beta3 production","BP",1
"8308","GO:0032972",0.999999999993145,0.951118462714084,0,1,"regulation of muscle filament sliding speed","BP",1
"245","GO:0000741",0.99999999999319,0.915695460337077,0,1,"karyogamy","BP",1
"3556","GO:0007344",0.99999999999319,0.915695460337077,0,1,"pronuclear fusion","BP",1
"16490","GO:0097121",0.99999999999319,0.915695460337077,0,1,"cyclin A1-CDK1 complex","CC",1
"1647","GO:0003938",0.999999999993195,0.830500995571664,0,2,"IMP dehydrogenase activity","MF",1
"890","GO:0002273",0.999999999993195,0.772261763754513,0,2,"plasmacytoid dendritic cell differentiation","BP",1
"14016","GO:0060945",0.999999999993216,0.89747563449559,0,1,"cardiac neuron differentiation","BP",1
"15114","GO:0071065",0.999999999993216,0.89747563449559,0,1,"alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex","CC",1
"9978","GO:0042132",0.999999999993271,0.920355550948769,0,1,"fructose 1,6-bisphosphate 1-phosphatase activity","MF",1
"14470","GO:0062026",0.999999999993271,0.799852662737252,0,2,"negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process","BP",1
"5578","GO:0016333",0.999999999993293,0.898114693446674,0,1,"morphogenesis of follicular epithelium","BP",1
"5579","GO:0016334",0.999999999993293,0.898114693446674,0,1,"establishment or maintenance of polarity of follicular epithelium","BP",1
"10013","GO:0042247",0.999999999993293,0.898114693446674,0,1,"establishment of planar polarity of follicular epithelium","BP",1
"14399","GO:0061830",0.999999999993307,0.833758570819447,0,1,"concave side of sperm head","CC",1
"16917","GO:0098784",0.999999999993326,0.941306475173972,0,1,"biofilm matrix organization","BP",1
"16918","GO:0098786",0.999999999993326,0.941306475173972,0,1,"biofilm matrix disassembly","BP",1
"15718","GO:0072194",0.999999999993391,0.775621180429266,0,2,"kidney smooth muscle tissue development","BP",1
