"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"20671","GO:1990003",0.459793904603024,0.899887541383427,1,4,"IDP phosphatase activity","MF",1
"20725","GO:1990167",0.459913184648715,0.89982799650833,1,4,"protein K27-linked deubiquitination","BP",1
"7528","GO:0031638",0.459952957053215,0.719113367551952,5,46,"zymogen activation","BP",1
"12711","GO:0050912",0.459960153424818,0.76409639887483,3,30,"detection of chemical stimulus involved in sensory perception of taste","BP",1
"21569","GO:2001023",0.459996024101516,0.894164652232419,1,5,"regulation of response to drug","BP",1
"4284","GO:0009314",0.4600796076643,0.599907087851159,50,430,"response to radiation","BP",1
"5192","GO:0015432",0.460371903540942,0.899598788228025,1,4,"ABC-type bile acid transporter activity","MF",1
"8469","GO:0033284",0.460371903540942,0.899598788228025,1,4,"ATPase-coupled carboxylic acid transmembrane transporter activity","MF",1
"8470","GO:0033285",0.460371903540942,0.899598788228025,1,4,"ATPase-coupled monocarboxylic acid transmembrane transporter activity","MF",1
"11630","GO:0046485",0.460379677947295,0.768194570027662,3,21,"ether lipid metabolic process","BP",1
"20752","GO:1990246",0.461224496298694,0.889815644208416,1,6,"uniplex complex","CC",1
"17206","GO:0099576",0.461273083584306,0.899147501378054,1,4,"regulation of protein catabolic process at postsynapse, modulating synaptic transmission","BP",1
"16163","GO:0090161",0.461329317961949,0.814112347330631,2,11,"Golgi ribbon formation","BP",1
"10245","GO:0042721",0.461490533246756,0.887054083370766,1,7,"TIM22 mitochondrial import inner membrane insertion complex","CC",1
"14745","GO:0070345",0.461679956198336,0.893279228095429,1,5,"negative regulation of fat cell proliferation","BP",1
"4779","GO:0010889",0.461819065182065,0.889492692144377,1,6,"regulation of triglyceride storage","BP",1
"383","GO:0001409",0.461897032497237,0.893164741133251,1,5,"guanine nucleotide transmembrane transporter activity","MF",1
"7842","GO:0032280",0.461913713847297,0.815884319708594,2,10,"symmetric synapse","CC",1
"13693","GO:0060384",0.462235467317949,0.741234900155061,4,25,"innervation","BP",1
"19692","GO:1903804",0.462371888724704,0.892914023472822,1,5,"glycine import across plasma membrane","BP",1
"17662","GO:0120534",0.462437242716859,0.892879487725477,1,5,"dermatan sulfotransferase activity","MF",1
"7366","GO:0031290",0.462537165906092,0.769039476672768,3,18,"retinal ganglion cell axon guidance","BP",1
"10650","GO:0043507",0.462554734741346,0.811429018455767,2,12,"positive regulation of JUN kinase activity","BP",1
"19622","GO:1903689",0.462572908579965,0.815412676052974,2,10,"regulation of wound healing, spreading of epidermal cells","BP",1
"4143","GO:0009116",0.46257944927563,0.717024360257486,5,45,"nucleoside metabolic process","BP",1
"17697","GO:0140029",0.462663758009471,0.657550126160893,12,93,"exocytic process","BP",1
"15972","GO:0075732",0.462767708743347,0.898396122936914,1,4,"viral penetration into host nucleus","BP",1
"13408","GO:0055106",0.463117552803658,0.735407464632039,4,37,"ubiquitin-protein transferase regulator activity","MF",1
"17443","GO:0106435",0.463152138327806,0.888766399998559,1,6,"carboxylesterase activity","MF",1
"16211","GO:0090237",0.463158271099768,0.892497988776507,1,5,"regulation of arachidonate secretion","BP",1
"2412","GO:0005243",0.46321619230742,0.80708140263585,2,15,"gap junction channel activity","MF",1
"14","GO:0000028",0.463238612943253,0.803910986759089,2,19,"ribosomal small subunit assembly","BP",1
"20632","GO:1905874",0.463253461330142,0.766643600304037,3,20,"regulation of postsynaptic density organization","BP",1
"20691","GO:1990050",0.463356685230098,0.886016334150616,1,7,"phosphatidic acid transfer activity","MF",1
"4964","GO:0014834",0.463563071290126,0.892283423016873,1,5,"skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration","BP",1
"5470","GO:0016115",0.463577240663099,0.888534150529958,1,6,"terpenoid catabolic process","BP",1
"11786","GO:0046832",0.463629203708219,0.90775447393721,1,3,"negative regulation of RNA export from nucleus","BP",1
"4506","GO:0010340",0.463676363301651,0.892223322637328,1,5,"carboxyl-O-methyltransferase activity","MF",1
"13259","GO:0051998",0.463676363301651,0.892223322637328,1,5,"protein carboxyl O-methyltransferase activity","MF",1
"687","GO:0001954",0.46410226621113,0.682048800898245,8,60,"positive regulation of cell-matrix adhesion","BP",1
"10036","GO:0042289",0.464216022163912,0.888184574499714,1,6,"MHC class II protein binding","MF",1
"9473","GO:0035904",0.464536000862992,0.67462328549256,9,62,"aorta development","BP",1
"12990","GO:0051434",0.464580242984664,0.887984937921691,1,6,"BH3 domain binding","MF",1
"20425","GO:1905354",0.464631884054332,0.762336119511774,3,25,"exoribonuclease complex","CC",1
"3354","GO:0006940",0.464705822137765,0.701192296950069,6,51,"regulation of smooth muscle contraction","BP",1
"16214","GO:0090245",0.464870564350116,0.897332805102533,1,4,"axis elongation involved in somitogenesis","BP",1
"13861","GO:0060631",0.46493100941341,0.887792459424764,1,6,"regulation of meiosis I","BP",1
"9161","GO:0035313",0.464946415368086,0.73832034636378,4,26,"wound healing, spreading of epidermal cells","BP",1
"15557","GO:0071901",0.46539263984649,0.735082488940325,4,32,"negative regulation of protein serine/threonine kinase activity","BP",1
"2094","GO:0004720",0.46544116772777,0.891284307078975,1,5,"protein-lysine 6-oxidase activity","MF",1
"3450","GO:0007143",0.465464250814719,0.715731685909381,5,40,"female meiotic nuclear division","BP",1
"16530","GO:0097179",0.465536931927002,0.884796219106716,1,7,"protease inhibitor complex","CC",1
"13539","GO:0060161",0.465683424440005,0.891154995513355,1,5,"positive regulation of dopamine receptor signaling pathway","BP",1
"661","GO:0001920",0.466117729790535,0.890922923063235,1,5,"negative regulation of receptor recycling","BP",1
"16512","GO:0097152",0.466247700064831,0.805930167650027,2,14,"mesenchymal cell apoptotic process","BP",1
"6507","GO:0021648",0.466317044646052,0.890816311307258,1,5,"vestibulocochlear nerve morphogenesis","BP",1
"12755","GO:0050999",0.466336340065154,0.887019168456385,1,6,"regulation of nitric-oxide synthase activity","BP",1
"21288","GO:2000439",0.466405962115219,0.890768728351762,1,5,"positive regulation of monocyte extravasation","BP",1
"14395","GO:0061821",0.466497107514423,0.896505369385035,1,4,"telomeric D-loop binding","MF",1
"2120","GO:0004758",0.466565822852616,0.890683147315655,1,5,"serine C-palmitoyltransferase activity","MF",1
"5623","GO:0016454",0.466565822852616,0.890683147315655,1,5,"C-palmitoyltransferase activity","MF",1
"1809","GO:0004301",0.466761054304077,0.884107521399935,1,7,"epoxide hydrolase activity","MF",1
"10822","GO:0044238",0.466892867421823,0.55275326410811,974,8758,"primary metabolic process","BP",1
"17054","GO:0098990",0.466922694142426,0.896288152546293,1,4,"AMPA selective glutamate receptor signaling pathway","BP",1
"20083","GO:1904646",0.467325604132463,0.700438763391003,6,44,"cellular response to amyloid-beta","BP",1
"332","GO:0001006",0.467407277957365,0.890231959797605,1,5,"RNA polymerase III type 3 promoter sequence-specific DNA binding","MF",1
"698","GO:0001966",0.467461554630872,0.896012693576991,1,4,"thigmotaxis","BP",1
"8851","GO:0034388",0.467662872833117,0.890094671319399,1,5,"Pwp2p-containing subcomplex of 90S preribosome","CC",1
"16459","GO:0097068",0.467729390865908,0.890058924035212,1,5,"response to thyroxine","BP",1
"8951","GO:0034638",0.467832860818485,0.803646510911101,2,15,"phosphatidylcholine catabolic process","BP",1
"838","GO:0002176",0.468038878398301,0.881384603101049,1,8,"male germ cell proliferation","BP",1
"14495","GO:0062094",0.468161606965798,0.88600969281005,1,6,"stomach development","BP",1
"20699","GO:1990079",0.468434234464329,0.889679672086969,1,5,"cartilage homeostasis","BP",1
"20275","GO:1905005",0.468532996335813,0.895463562991235,1,4,"regulation of epithelial to mesenchymal transition involved in endocardial cushion formation","BP",1
"20277","GO:1905007",0.468532996335813,0.895463562991235,1,4,"positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation","BP",1
"11748","GO:0046703",0.468591111342759,0.881067114236955,1,8,"natural killer cell lectin-like receptor binding","MF",1
"3140","GO:0006595",0.468632257326833,0.800504548804175,2,18,"polyamine metabolic process","BP",1
"185","GO:0000430",0.469252144100165,0.889238519885149,1,5,"regulation of transcription from RNA polymerase II promoter by glucose","BP",1
"187","GO:0000432",0.469252144100165,0.889238519885149,1,5,"positive regulation of transcription from RNA polymerase II promoter by glucose","BP",1
"20308","GO:1905065",0.469365396918502,0.885340757345068,1,6,"positive regulation of vascular associated smooth muscle cell differentiation","BP",1
"19174","GO:1902617",0.469523721957852,0.889091787204369,1,5,"response to fluoride","BP",1
"16431","GO:0097025",0.469785394765267,0.888950286790975,1,5,"MPP7-DLG1-LIN7 complex","CC",1
"10846","GO:0044307",0.469799378912374,0.904878457055796,1,3,"dendritic branch","CC",1
"12113","GO:0048165",0.469886867714012,0.888895383407214,1,5,"fused antrum stage","BP",1
"16571","GO:0097252",0.470018691923547,0.88882403171559,1,5,"oligodendrocyte apoptotic process","BP",1
"19339","GO:1903035",0.470032976963279,0.655485572103961,11,88,"negative regulation of response to wounding","BP",1
"14986","GO:0070841",0.470165142347452,0.731814363664263,4,30,"inclusion body assembly","BP",1
"3364","GO:0006957",0.470277607810581,0.80422670486342,2,13,"complement activation, alternative pathway","BP",1
"3449","GO:0007141",0.470415136651694,0.758702489423988,3,23,"male meiosis I","BP",1
"9063","GO:0035033",0.470518948830478,0.881976822414729,1,7,"histone deacetylase regulator activity","MF",1
"10907","GO:0044594",0.470640226395398,0.879884286973825,1,8,"17-beta-hydroxysteroid dehydrogenase (NAD+) activity","MF",1
"16673","GO:0097484",0.470643976647466,0.713213141850396,5,34,"dendrite extension","BP",1
"8428","GO:0033189",0.470703235488945,0.805446133215073,2,12,"response to vitamin A","BP",1
"5587","GO:0016362",0.470884913971401,0.904366380762762,1,3,"activin receptor activity, type II","MF",1
"13413","GO:0055118",0.471116583694667,0.888228624866849,1,5,"negative regulation of cardiac muscle contraction","BP",1
"11821","GO:0046898",0.471189226636921,0.888189156292225,1,5,"response to cycloheximide","BP",1
"5561","GO:0016303",0.471451037913176,0.808995920554502,2,10,"1-phosphatidylinositol-3-kinase activity","MF",1
"10201","GO:0042612",0.471602882214086,0.879326013397022,1,8,"MHC class I protein complex","CC",1
"9923","GO:0040034",0.471837132346189,0.801759358727508,2,14,"regulation of development, heterochronic","BP",1
"6499","GO:0021631",0.471860300424355,0.893746153558896,1,4,"optic nerve morphogenesis","BP",1
"17111","GO:0099150",0.471912604453363,0.760478894830782,3,19,"regulation of postsynaptic specialization assembly","BP",1
"9110","GO:0035189",0.472024101096256,0.88773489859675,1,5,"Rb-E2F complex","CC",1
"715","GO:0001990",0.472035125574709,0.709145399827526,5,43,"regulation of systemic arterial blood pressure by hormone","BP",1
"5316","GO:0015818",0.472222543807666,0.887626748934543,1,5,"isoleucine transport","BP",1
"11173","GO:0045541",0.472284675113712,0.883708025017653,1,6,"negative regulation of cholesterol biosynthetic process","BP",1
"17350","GO:0106119",0.472284675113712,0.883708025017653,1,6,"negative regulation of sterol biosynthetic process","BP",1
"18705","GO:1901224",0.472346155122457,0.682507253860578,7,61,"positive regulation of non-canonical NF-kappaB signal transduction","BP",1
"13705","GO:0060402",0.472692442243917,0.730101507524317,4,29,"calcium ion transport into cytosol","BP",1
"18621","GO:1900736",0.473552007515539,0.882994561022401,1,6,"regulation of phospholipase C-activating G protein-coupled receptor signaling pathway","BP",1
"17869","GO:0140416",0.473759420579318,0.708130768963566,5,41,"transcription regulator inhibitor activity","MF",1
"9272","GO:0035575",0.473908461496887,0.892679822795971,1,4,"histone H4K20 demethylase activity","MF",1
"15273","GO:0071402",0.473955265561433,0.708842732465098,5,38,"cellular response to lipoprotein particle stimulus","BP",1
"9081","GO:0035092",0.473979666175091,0.801460629994492,2,13,"sperm DNA condensation","BP",1
"3839","GO:0008312",0.474118328349146,0.879912534594266,1,7,"7S RNA binding","MF",1
"16676","GO:0097487",0.474166525521635,0.882647590893435,1,6,"multivesicular body, internal vesicle","CC",1
"4407","GO:0009892",0.474346095020485,0.552153550475616,304,2624,"negative regulation of metabolic process","BP",1
"7846","GO:0032288",0.474896647924856,0.757153419277482,3,20,"myelin assembly","BP",1
"11868","GO:0046975",0.474958752248227,0.802281009755533,2,12,"histone H3K36 methyltransferase activity","MF",1
"20088","GO:1904667",0.474983386550015,0.875760650046511,1,9,"negative regulation of ubiquitin protein ligase activity","BP",1
"13142","GO:0051775",0.475076902902242,0.800636732819954,2,13,"response to redox state","BP",1
"13087","GO:0051645",0.475079243249335,0.800634973496517,2,13,"Golgi localization","BP",1
"6376","GO:0019915",0.475156292162703,0.656115038130531,10,84,"lipid storage","BP",1
"10246","GO:0042723",0.475196577120335,0.882064507286388,1,6,"thiamine-containing compound metabolic process","BP",1
"10248","GO:0042726",0.475197339342989,0.882064075128259,1,6,"flavin-containing compound metabolic process","BP",1
"15295","GO:0071455",0.475609078439552,0.885770635738068,1,5,"cellular response to hyperoxia","BP",1
"19447","GO:1903313",0.475623388258388,0.623828880730133,18,141,"positive regulation of mRNA metabolic process","BP",1
"7919","GO:0032394",0.475669980533363,0.879015515261813,1,7,"MHC class Ib receptor activity","MF",1
"10385","GO:0043038",0.475695079963563,0.705424354685175,5,45,"amino acid activation","BP",1
"21411","GO:2000644",0.47571049604606,0.800160127799888,2,13,"regulation of receptor catabolic process","BP",1
"5954","GO:0017147",0.475989130998384,0.726795084919953,4,30,"Wnt-protein binding","MF",1
"2891","GO:0006195",0.476113835695484,0.625796516498427,17,140,"purine nucleotide catabolic process","BP",1
"11787","GO:0046833",0.476129432703671,0.885483676455638,1,5,"positive regulation of RNA export from nucleus","BP",1
"8052","GO:0032594",0.476220535462979,0.878696199741855,1,7,"protein transport within lipid bilayer","BP",1
"21029","GO:1990963",0.476916176803015,0.885048917833016,1,5,"establishment of blood-retinal barrier","BP",1
"18691","GO:1901186",0.476948823224195,0.725964057861889,4,30,"positive regulation of ERBB signaling pathway","BP",1
"14877","GO:0070579",0.477143048993982,0.901378302349684,1,3,"DNA 5-methylcytosine dioxygenase activity","MF",1
"1828","GO:0004331",0.47727326047619,0.884851236285441,1,5,"fructose-2,6-bisphosphate 2-phosphatase activity","MF",1
"2787","GO:0006003",0.47727326047619,0.884851236285441,1,5,"fructose 2,6-bisphosphate metabolic process","BP",1
"14674","GO:0070234",0.47736830438294,0.796448045269725,2,15,"positive regulation of T cell apoptotic process","BP",1
"3419","GO:0007059",0.477522936466694,0.584037941335934,48,411,"chromosome segregation","BP",1
"21378","GO:2000587",0.477782695816746,0.890643558271766,1,4,"negative regulation of platelet-derived growth factor receptor-beta signaling pathway","BP",1
"19477","GO:1903367",0.477847765488764,0.880555106791341,1,6,"positive regulation of fear response","BP",1
"1346","GO:0003071",0.477847783248716,0.750928852286074,3,26,"renal system process involved in regulation of systemic arterial blood pressure","BP",1
"16613","GO:0097356",0.477889563028268,0.890587031530369,1,4,"perinucleolar compartment","CC",1
"10181","GO:0042583",0.477942539835836,0.7971483769698,2,14,"chromaffin granule","CC",1
"3253","GO:0006769",0.477948286861425,0.884476934601315,1,5,"nicotinamide metabolic process","BP",1
"13900","GO:0060700",0.477958707868667,0.884471149939423,1,5,"regulation of ribonuclease activity","BP",1
"20258","GO:1904978",0.478105728838833,0.884389518843641,1,5,"regulation of endosome organization","BP",1
"2475","GO:0005368",0.478160057273812,0.884359344278146,1,5,"taurine transmembrane transporter activity","MF",1
"14058","GO:0061014",0.478273604580934,0.630672468512202,15,114,"positive regulation of mRNA catabolic process","BP",1
"7993","GO:0032487",0.47844689821201,0.890291919734075,1,4,"regulation of Rap protein signal transduction","BP",1
"7707","GO:0032024",0.478601411273668,0.652879943875116,10,84,"positive regulation of insulin secretion","BP",1
"13810","GO:0060545",0.478670273134121,0.880084291912917,1,6,"positive regulation of necroptotic process","BP",1
"12744","GO:0050974",0.478708480805465,0.704617340635557,5,38,"detection of mechanical stimulus involved in sensory perception","BP",1
"4768","GO:0010878",0.478861817919614,0.75236318365161,3,22,"cholesterol storage","BP",1
"12726","GO:0050927",0.479039455011966,0.75097110944731,3,24,"positive regulation of positive chemotaxis","BP",1
"3742","GO:0008160",0.479155798202531,0.883805386426695,1,5,"protein tyrosine phosphatase activator activity","MF",1
"19298","GO:1902954",0.479374392313212,0.889799641588963,1,4,"regulation of early endosome to recycling endosome transport","BP",1
"7596","GO:0031748",0.479673370045546,0.879508473864632,1,6,"D1 dopamine receptor binding","MF",1
"16634","GO:0097401",0.479920580074799,0.793505087445246,2,16,"synaptic vesicle lumen acidification","BP",1
"673","GO:0001937",0.480156108331308,0.703325502251764,5,38,"negative regulation of endothelial cell proliferation","BP",1
"14210","GO:0061383",0.480190106428667,0.689124180703572,6,43,"trabecula morphogenesis","BP",1
"6566","GO:0021773",0.480633673295583,0.889128928467881,1,4,"striatal medium spiny neuron differentiation","BP",1
"5430","GO:0016042",0.48070632336738,0.592814277013306,33,304,"lipid catabolic process","BP",1
"10946","GO:0044774",0.480730549754455,0.657728587748289,9,75,"mitotic DNA integrity checkpoint signaling","BP",1
"1257","GO:0002860",0.480896989743232,0.878803634075656,1,6,"positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target","BP",1
"14696","GO:0070268",0.481016262293983,0.875891657248815,1,7,"cornification","BP",1
"5332","GO:0015840",0.481137539464261,0.878664755543842,1,6,"urea transport","BP",1
"15567","GO:0071918",0.481137539464261,0.878664755543842,1,6,"urea transmembrane transport","BP",1
"11201","GO:0045601",0.481165238003637,0.703892811340775,5,34,"regulation of endothelial cell differentiation","BP",1
"13125","GO:0051721",0.481191611868938,0.723249673514976,4,28,"protein phosphatase 2A binding","MF",1
"5519","GO:0016229",0.481327257065279,0.745708165804034,3,32,"steroid dehydrogenase activity","MF",1
"18062","GO:0140896",0.481348691393545,0.72091940087272,4,33,"cGAS/STING signaling pathway","BP",1
"14894","GO:0070633",0.481484847808683,0.702827773049297,5,36,"transepithelial transport","BP",1
"13222","GO:0051939",0.48151746545381,0.888656596526812,1,4,"gamma-aminobutyric acid import","BP",1
"14146","GO:0061181",0.481531988998373,0.878436800377523,1,6,"regulation of chondrocyte development","BP",1
"3104","GO:0006552",0.481615378144038,0.87838857349457,1,6,"L-leucine catabolic process","BP",1
"7231","GO:0030983",0.481645913748813,0.794323220322273,2,14,"mismatched DNA binding","MF",1
"8019","GO:0032534",0.481952460078045,0.798922255994133,2,11,"regulation of microvillus assembly","BP",1
"7817","GO:0032237",0.482062078788985,0.882178607563506,1,5,"activation of store-operated calcium channel activity","BP",1
"18197","GO:0141193",0.482139151397282,0.60626629337422,23,184,"nuclear receptor-mediated signaling pathway","BP",1
"752","GO:0002040",0.482207739483814,0.620187252554885,17,135,"sprouting angiogenesis","BP",1
"16877","GO:0098698",0.482295514831031,0.703314245227044,5,33,"postsynaptic specialization assembly","BP",1
"1383","GO:0003158",0.482515279626925,0.619943535627671,17,134,"endothelium development","BP",1
"8009","GO:0032507",0.482636621591917,0.674261888664373,7,54,"maintenance of protein location in cell","BP",1
"16298","GO:0090382",0.483206336625963,0.720081117818045,4,31,"phagosome maturation","BP",1
"9909","GO:0040009",0.483279009161781,0.877423827922918,1,6,"regulation of growth rate","BP",1
"3543","GO:0007296",0.483449302299432,0.887619510600945,1,4,"vitellogenesis","BP",1
"15720","GO:0072197",0.483526337979188,0.877279976146544,1,6,"ureter morphogenesis","BP",1
"18475","GO:1900044",0.483677985517842,0.794113400283977,2,13,"regulation of protein K63-linked ubiquitination","BP",1
"4226","GO:0009208",0.48382014041693,0.789616260062088,2,17,"pyrimidine ribonucleoside triphosphate metabolic process","BP",1
"338","GO:0001046",0.483952993013209,0.699024486620139,5,41,"core promoter sequence-specific DNA binding","MF",1
"4580","GO:0010575",0.484001853233139,0.720292995387889,4,29,"positive regulation of vascular endothelial growth factor production","BP",1
"17604","GO:0120229",0.484149204613558,0.88100117410578,1,5,"protein localization to motile cilium","BP",1
"5164","GO:0015349",0.484228788266983,0.880956125332088,1,5,"thyroid hormone transmembrane transporter activity","MF",1
"17710","GO:0140047",0.484271695711888,0.750279769295436,3,19,"specialized extracellular matrix","CC",1
"15704","GO:0072176",0.484295016701373,0.795238392182634,2,12,"nephric duct development","BP",1
"17017","GO:0098926",0.484346514068748,0.69867063796439,5,41,"postsynaptic signal transduction","BP",1
"9209","GO:0035425",0.484378410836286,0.873900627846217,1,7,"autocrine signaling","BP",1
"20976","GO:1990825",0.484722292099682,0.790799816519158,2,15,"sequence-specific mRNA binding","MF",1
"7333","GO:0031208",0.484974136140425,0.886796408568198,1,4,"POZ domain binding","MF",1
"4639","GO:0010663",0.485059958300035,0.79465532926662,2,12,"positive regulation of striated muscle cell apoptotic process","BP",1
"4642","GO:0010666",0.485059958300035,0.79465532926662,2,12,"positive regulation of cardiac muscle cell apoptotic process","BP",1
"9474","GO:0035905",0.485088325518878,0.880468864401833,1,5,"ascending aorta development","BP",1
"14728","GO:0070318",0.485612409841332,0.88017112457122,1,5,"positive regulation of G0 to G1 transition","BP",1
"3416","GO:0007052",0.485739422545576,0.619509936613115,16,133,"mitotic spindle organization","BP",1
"204","GO:0000467",0.485764606935852,0.873073732934912,1,7,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",1
"5662","GO:0016525",0.485804882266629,0.630918293550174,13,103,"negative regulation of angiogenesis","BP",1
"17450","GO:0110010",0.485910672707446,0.880001459364631,1,5,"basolateral protein secretion","BP",1
"11586","GO:0046381",0.485965455841774,0.875855422158347,1,6,"CMP-N-acetylneuraminate metabolic process","BP",1
"2970","GO:0006359",0.486012350242113,0.71806046717658,4,30,"regulation of transcription by RNA polymerase III","BP",1
"7402","GO:0031390",0.486262004284739,0.872776167104902,1,7,"Ctf18 RFC-like complex","CC",1
"2086","GO:0004708",0.486325387819815,0.789557297072064,2,15,"MAP kinase kinase activity","MF",1
"3732","GO:0008142",0.486349645913426,0.789538464136996,2,15,"oxysterol binding","MF",1
"5937","GO:0017111",0.486406467138701,0.561407993533555,82,687,"ribonucleoside triphosphate phosphatase activity","MF",1
"2089","GO:0004712",0.486528422106157,0.69699103624187,5,40,"protein serine/threonine/tyrosine kinase activity","MF",1
"12982","GO:0051418",0.486581529210941,0.885924414355898,1,4,"microtubule nucleation by microtubule organizing center","BP",1
"1958","GO:0004519",0.486913717864136,0.624687415581707,14,129,"endonuclease activity","MF",1
"20628","GO:1905870",0.4869433516444,0.875281264905016,1,6,"positive regulation of 3'-UTR-mediated mRNA stabilization","BP",1
"21640","GO:2001225",0.487010473156299,0.879374476635815,1,5,"regulation of chloride transport","BP",1
"15236","GO:0071354",0.487019613169932,0.716735736012609,4,31,"cellular response to interleukin-6","BP",1
"7735","GO:0032071",0.48705256569815,0.872302282919208,1,7,"regulation of endodeoxyribonuclease activity","BP",1
"18769","GO:1901475",0.487097286656201,0.875190726186072,1,6,"pyruvate transmembrane transport","BP",1
"17875","GO:0140448",0.487336387707471,0.695976574681016,5,41,"signaling receptor ligand precursor processing","BP",1
"13107","GO:0051674",0.487363678307895,0.87503394310233,1,6,"localization of cell","BP",1
"386","GO:0001503",0.487696893470422,0.574143563649464,48,399,"ossification","BP",1
"8962","GO:0034657",0.487758073024237,0.878947048978294,1,5,"GID complex","CC",1
"1499","GO:0003339",0.487765577079934,0.874797164176977,1,6,"regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis","BP",1
"2432","GO:0005283",0.488122718521378,0.746149949319285,3,20,"amino acid:sodium symporter activity","MF",1
"19091","GO:1902387",0.488359962483265,0.871516071933452,1,7,"ceramide 1-phosphate binding","MF",1
"11727","GO:0046655",0.488541813782208,0.787832725501202,2,15,"folic acid metabolic process","BP",1
"19763","GO:1903940",0.488772006364962,0.884728922549831,1,4,"negative regulation of TORC2 signaling","BP",1
"16644","GO:0097422",0.488837938982002,0.874163943324408,1,6,"tubular endosome","CC",1
"17733","GO:0140078",0.488843939352231,0.86904271415776,1,8,"class I DNA-(apurinic or apyrimidinic site) endonuclease activity","MF",1
"11151","GO:0045445",0.488900932992999,0.627875909334558,13,104,"myoblast differentiation","BP",1
"11320","GO:0045806",0.488942830809625,0.667356258122643,7,60,"negative regulation of endocytosis","BP",1
"20944","GO:1990764",0.488981674590827,0.884614056606579,1,4,"myofibroblast contraction","BP",1
"12823","GO:0051124",0.489035211957133,0.78999169098457,2,13,"synaptic assembly at neuromuscular junction","BP",1
"16887","GO:0098719",0.489174239818339,0.716267843331409,4,28,"sodium ion import across plasma membrane","BP",1
"11260","GO:0045671",0.489233689268415,0.714785178318401,4,31,"negative regulation of osteoclast differentiation","BP",1
"2992","GO:0006398",0.489303269975357,0.873888517349202,1,6,"mRNA 3'-end processing by stem-loop binding and cleavage","BP",1
"7441","GO:0031442",0.489309933735183,0.878056611809005,1,5,"positive regulation of mRNA 3'-end processing","BP",1
"15910","GO:0072669",0.489343595108467,0.868736548532457,1,8,"tRNA-splicing ligase complex","CC",1
"8171","GO:0032765",0.489364110139258,0.878025448260453,1,5,"positive regulation of mast cell cytokine production","BP",1
"6008","GO:0018126",0.489618854510421,0.785972569943007,2,16,"protein hydroxylation","BP",1
"7285","GO:0031094",0.489658459082194,0.793076595647972,2,11,"platelet dense tubular network","CC",1
"5740","GO:0016706",0.489843077238483,0.658231416919024,8,60,"2-oxoglutarate-dependent dioxygenase activity","MF",1
"11365","GO:0045899",0.489922541513908,0.877703918672566,1,5,"positive regulation of RNA polymerase II transcription preinitiation complex assembly","BP",1
"11960","GO:0047484",0.48992692148868,0.787928094676407,2,14,"regulation of response to osmotic stress","BP",1
"4713","GO:0010799",0.48993281709918,0.787923503148525,2,14,"regulation of peptidyl-threonine phosphorylation","BP",1
"8266","GO:0032914",0.490033867398259,0.873455284770121,1,6,"positive regulation of transforming growth factor beta1 production","BP",1
"3171","GO:0006638",0.490085114646831,0.622245800455061,14,118,"neutral lipid metabolic process","BP",1
"3172","GO:0006639",0.490085114646831,0.622245800455061,14,118,"acylglycerol metabolic process","BP",1
"10328","GO:0042910",0.490096064337012,0.715456554876105,4,28,"xenobiotic transmembrane transporter activity","MF",1
"14847","GO:0070536",0.49017046628457,0.715946803186345,4,27,"protein K63-linked deubiquitination","BP",1
"11696","GO:0046618",0.490184668466731,0.789101422973385,2,13,"xenobiotic export from cell","BP",1
"7151","GO:0030846",0.490226502241957,0.877528671255346,1,5,"termination of RNA polymerase II transcription, poly(A)-coupled","BP",1
"21502","GO:2000804",0.490226502241957,0.877528671255346,1,5,"regulation of termination of RNA polymerase II transcription, poly(A)-coupled","BP",1
"1015","GO:0002457",0.490435507812088,0.873216702924301,1,6,"T cell antigen processing and presentation","BP",1
"6029","GO:0018230",0.49056141866086,0.787433629289435,2,14,"peptidyl-L-cysteine S-palmitoylation","BP",1
"6030","GO:0018231",0.49056141866086,0.787433629289435,2,14,"peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine","BP",1
"4338","GO:0009611",0.490566179932988,0.563643175076922,63,536,"response to wounding","BP",1
"7959","GO:0032449",0.490760573113297,0.877220352859981,1,5,"CBM complex","CC",1
"11648","GO:0046512",0.490830957691966,0.786043416613907,2,15,"sphingosine biosynthetic process","BP",1
"11652","GO:0046520",0.490830957691966,0.786043416613907,2,15,"sphingoid biosynthetic process","BP",1
"3236","GO:0006730",0.490843476172072,0.741020924567305,3,24,"one-carbon metabolic process","BP",1
"20556","GO:1905671",0.490845139661397,0.787212318137842,2,14,"regulation of lysosome organization","BP",1
"6756","GO:0023024",0.490887205130921,0.869987359539497,1,7,"MHC class I protein complex binding","MF",1
"13303","GO:0052745",0.491018090147304,0.743709143714259,3,20,"inositol phosphate phosphatase activity","MF",1
"2928","GO:0006269",0.49105254989804,0.872849593418389,1,6,"DNA replication, synthesis of primer","BP",1
"14226","GO:0061448",0.491235775827267,0.581993167494809,34,277,"connective tissue development","BP",1
